CT_range_1;CU_range_3;LT_range_4;sport;trustworthy
CT_range_1;CU_range_4;LT_range_4;sport;trustworthy
CT_range_2;CU_range_1;LT_range_4;sport;trustworthy
CT_range_3;CU_range_1;LT_range_4;sport;trustworthy
CT_range_4;CU_range_1;LT_range_4;sport;untrustworthy
CT_range_1;CU_range_3;LT_range_4;sport;trustworthy
CT_range_1;CU_range_4;LT_range_4;sport;trustworthy
CT_range_2;CU_range_1;LT_range_4;sport;trustworthy
CT_range_3;CU_range_1;LT_range_4;sport;trustworthy
CT_range_4;CU_range_1;LT_range_4;sport;untrustworthy
CT_range_1;CU_range_3;LT_range_4;sport;trustworthy
CT_range_2;CU_range_1;LT_range_4;sport;trustworthy
CT_range_3;CU_range_1;LT_range_4;sport;trustworthy
CT_range_4;CU_range_1;LT_range_4;sport;untrustworthy
CT_range_1;CU_range_3;LT_range_4;sport;trustworthy
CT_range_2;CU_range_1;LT_range_4;sport;trustworthy
CT_range_3;CU_range_1;LT_range_4;sport;trustworthy
CT_range_4;CU_range_1;LT_range_4;sport;untrustworthy
CT_range_1;CU_range_3;LT_range_4;sport;trustworthy
CT_range_1;CU_range_4;LT_range_4;sport;trustworthy
CT_range_2;CU_range_1;LT_range_4;sport;trustworthy
CT_range_3;CU_range_1;LT_range_4;sport;trustworthy
CT_range_4;CU_range_1;LT_range_4;sport;untrustworthy
CT_range_1;CU_range_3;LT_range_4;sport;trustworthy
CT_range_2;CU_range_1;LT_range_4;sport;trustworthy
CT_range_3;CU_range_1;LT_range_4;sport;trustworthy
CT_range_4;CU_range_1;LT_range_4;sport;untrustworthy
CT_range_1;CU_range_3;LT_range_4;sport;trustworthy
CT_range_2;CU_range_1;LT_range_4;sport;trustworthy
CT_range_3;CU_range_1;LT_range_4;sport;trustworthy
CT_range_4;CU_range_1;LT_range_4;sport;untrustworthy
CT_range_1;CU_range_3;LT_range_4;sport;trustworthy
CT_range_1;CU_range_4;LT_range_4;sport;trustworthy
CT_range_2;CU_range_1;LT_range_4;sport;trustworthy
CT_range_3;CU_range_1;LT_range_4;sport;trustworthy
CT_range_4;CU_range_1;LT_range_4;sport;untrustworthy
CT_range_1;CU_range_3;LT_range_4;sport;trustworthy
CT_range_1;CU_range_4;LT_range_4;sport;trustworthy
CT_range_2;CU_range_1;LT_range_4;sport;trustworthy
CT_range_3;CU_range_1;LT_range_4;sport;trustworthy
CT_range_4;CU_range_1;LT_range_4;sport;untrustworthy
CT_range_1;CU_range_3;LT_range_4;sport;trustworthy
CT_range_2;CU_range_1;LT_range_4;sport;trustworthy
CT_range_3;CU_range_1;LT_range_4;sport;trustworthy
CT_range_4;CU_range_1;LT_range_4;game;trustworthy
CT_range_1;CU_range_4;LT_range_1;EComm;untrustworthy
CT_range_4;CU_range_1;LT_range_4;game;trustworthy
CT_range_4;CU_range_1;LT_range_3;game;trustworthy
CT_range_4;CU_range_1;LT_range_3;game;trustworthy
CT_range_1;CU_range_5;LT_range_4;EComm;untrustworthy
CT_range_1;CU_range_5;LT_range_4;EComm;untrustworthy
CT_range_4;CU_range_1;LT_range_2;game;trustworthy
CT_range_4;CU_range_1;LT_range_2;game;trustworthy
CT_range_4;CU_range_1;LT_range_2;game;trustworthy
CT_range_1;CU_range_4;LT_range_4;EComm;untrustworthy
CT_range_1;CU_range_4;LT_range_1;EComm;untrustworthy
CT_range_4;CU_range_1;LT_range_3;game;trustworthy
CT_range_4;CU_range_1;LT_range_2;game;trustworthy
CT_range_4;CU_range_1;LT_range_2;game;trustworthy
CT_range_4;CU_range_1;LT_range_2;game;trustworthy
CT_range_1;CU_range_4;LT_range_4;EComm;untrustworthy
CT_range_1;CU_range_4;LT_range_1;EComm;untrustworthy
CT_range_4;CU_range_1;LT_range_3;game;trustworthy
CT_range_4;CU_range_1;LT_range_1;game;trustworthy
CT_range_4;CU_range_1;LT_range_1;game;trustworthy
CT_range_1;CU_range_4;LT_range_4;EComm;untrustworthy
CT_range_1;CU_range_4;LT_range_1;EComm;untrustworthy
CT_range_4;CU_range_1;LT_range_3;game;trustworthy
CT_range_4;CU_range_1;LT_range_1;game;trustworthy
CT_range_4;CU_range_1;LT_range_1;game;trustworthy
CT_range_4;CU_range_1;LT_range_1;game;trustworthy
CT_range_1;CU_range_4;LT_range_4;EComm;untrustworthy
CT_range_1;CU_range_4;LT_range_1;EComm;untrustworthy
CT_range_4;CU_range_1;LT_range_3;game;trustworthy
CT_range_4;CU_range_1;LT_range_1;game;trustworthy
CT_range_4;CU_range_1;LT_range_1;game;trustworthy
CT_range_1;CU_range_4;LT_range_4;EComm;untrustworthy
CT_range_4;CU_range_1;LT_range_2;game;trustworthy
CT_range_4;CU_range_1;LT_range_1;game;trustworthy
CT_range_4;CU_range_1;LT_range_1;game;trustworthy
CT_range_4;CU_range_1;LT_range_1;game;trustworthy
CT_range_1;CU_range_4;LT_range_4;EComm;untrustworthy
CT_range_4;CU_range_1;LT_range_2;game;trustworthy
CT_range_4;CU_range_1;LT_range_1;game;trustworthy
CT_range_4;CU_range_1;LT_range_1;game;trustworthy
CT_range_4;CU_range_1;LT_range_1;game;trustworthy
CT_range_1;CU_range_4;LT_range_4;EComm;untrustworthy
CT_range_4;CU_range_1;LT_range_2;game;trustworthy
CT_range_4;CU_range_1;LT_range_1;game;trustworthy
CT_range_4;CU_range_1;LT_range_1;game;trustworthy
CT_range_1;CU_range_4;LT_range_4;EComm;untrustworthy
CT_range_4;CU_range_1;LT_range_2;game;trustworthy
CT_range_4;CU_range_1;LT_range_1;game;trustworthy
CT_range_4;CU_range_1;LT_range_1;game;trustworthy
CT_range_4;CU_range_1;LT_range_1;game;trustworthy
CT_range_1;CU_range_4;LT_range_4;EComm;untrustworthy
CT_range_1;CU_range_4;LT_range_1;EComm;untrustworthy
CT_range_4;CU_range_1;LT_range_3;game;trustworthy
CT_range_4;CU_range_1;LT_range_1;game;trustworthy
CT_range_4;CU_range_1;LT_range_1;game;trustworthy
CT_range_1;CU_range_4;LT_range_4;EComm;untrustworthy
CT_range_1;CU_range_4;LT_range_1;EComm;untrustworthy
CT_range_4;CU_range_1;LT_range_3;game;trustworthy
CT_range_4;CU_range_1;LT_range_1;game;trustworthy
CT_range_4;CU_range_1;LT_range_1;game;trustworthy
CT_range_4;CU_range_1;LT_range_1;game;trustworthy
CT_range_1;CU_range_4;LT_range_4;EComm;untrustworthy
CT_range_1;CU_range_4;LT_range_1;EComm;untrustworthy
CT_range_4;CU_range_1;LT_range_3;game;trustworthy
CT_range_4;CU_range_1;LT_range_1;game;trustworthy
CT_range_4;CU_range_1;LT_range_1;game;trustworthy
CT_range_4;CU_range_1;LT_range_1;game;trustworthy
CT_range_1;CU_range_4;LT_range_4;EComm;untrustworthy
CT_range_4;CU_range_1;LT_range_2;game;trustworthy
CT_range_4;CU_range_1;LT_range_1;game;trustworthy
CT_range_4;CU_range_1;LT_range_1;game;trustworthy
CT_range_1;CU_range_4;LT_range_4;EComm;untrustworthy
CT_range_1;CU_range_4;LT_range_1;EComm;untrustworthy
CT_range_4;CU_range_1;LT_range_3;game;trustworthy
CT_range_4;CU_range_1;LT_range_1;game;trustworthy
CT_range_4;CU_range_1;LT_range_1;game;trustworthy
CT_range_1;CU_range_4;LT_range_4;EComm;untrustworthy
CT_range_4;CU_range_1;LT_range_2;game;trustworthy
CT_range_4;CU_range_1;LT_range_1;game;trustworthy
CT_range_4;CU_range_1;LT_range_1;game;trustworthy
CT_range_1;CU_range_4;LT_range_4;EComm;untrustworthy
CT_range_1;CU_range_4;LT_range_1;EComm;untrustworthy
CT_range_4;CU_range_1;LT_range_3;game;trustworthy
CT_range_4;CU_range_1;LT_range_1;game;trustworthy
CT_range_4;CU_range_1;LT_range_1;game;trustworthy
CT_range_1;CU_range_4;LT_range_4;EComm;untrustworthy
CT_range_1;CU_range_4;LT_range_1;EComm;untrustworthy
CT_range_4;CU_range_1;LT_range_3;game;trustworthy
CT_range_4;CU_range_1;LT_range_1;game;trustworthy
CT_range_4;CU_range_1;LT_range_1;game;trustworthy
CT_range_4;CU_range_1;LT_range_1;game;trustworthy
CT_range_1;CU_range_4;LT_range_4;EComm;untrustworthy
CT_range_4;CU_range_1;LT_range_2;game;trustworthy
CT_range_4;CU_range_1;LT_range_1;game;trustworthy
CT_range_4;CU_range_1;LT_range_1;game;trustworthy
CT_range_4;CU_range_1;LT_range_1;game;trustworthy
CT_range_1;CU_range_4;LT_range_4;EComm;untrustworthy
CT_range_2;CU_range_1;LT_range_2;holid;untrustworthy
CT_range_4;CU_range_1;LT_range_1;holid;trustworthy
CT_range_4;CU_range_1;LT_range_1;holid;trustworthy
CT_range_2;CU_range_1;LT_range_2;holid;untrustworthy
CT_range_1;CU_range_1;LT_range_1;holid;trustworthy
CT_range_1;CU_range_1;LT_range_1;holid;trustworthy
CT_range_1;CU_range_1;LT_range_1;holid;trustworthy
CT_range_2;CU_range_1;LT_range_2;holid;untrustworthy
CT_range_1;CU_range_1;LT_range_1;holid;trustworthy
CT_range_1;CU_range_1;LT_range_1;holid;trustworthy
CT_range_1;CU_range_1;LT_range_1;holid;trustworthy
CT_range_2;CU_range_1;LT_range_2;holid;untrustworthy
CT_range_2;CU_range_1;LT_range_2;holid;untrustworthy
CT_range_1;CU_range_1;LT_range_1;holid;trustworthy
CT_range_1;CU_range_1;LT_range_1;holid;trustworthy
CT_range_1;CU_range_1;LT_range_1;holid;trustworthy
CT_range_2;CU_range_1;LT_range_2;holid;untrustworthy
CT_range_2;CU_range_1;LT_range_2;holid;untrustworthy
CT_range_1;CU_range_1;LT_range_1;holid;trustworthy
CT_range_1;CU_range_1;LT_range_1;holid;trustworthy
CT_range_1;CU_range_1;LT_range_1;holid;trustworthy
CT_range_2;CU_range_1;LT_range_2;holid;untrustworthy
CT_range_2;CU_range_1;LT_range_2;holid;untrustworthy
CT_range_1;CU_range_1;LT_range_1;holid;trustworthy
CT_range_1;CU_range_1;LT_range_1;holid;trustworthy
CT_range_1;CU_range_1;LT_range_1;holid;trustworthy
CT_range_2;CU_range_1;LT_range_2;holid;untrustworthy
CT_range_2;CU_range_1;LT_range_2;holid;untrustworthy
CT_range_1;CU_range_1;LT_range_1;holid;trustworthy
CT_range_1;CU_range_1;LT_range_1;holid;trustworthy
CT_range_1;CU_range_1;LT_range_1;holid;trustworthy
CT_range_2;CU_range_1;LT_range_2;holid;untrustworthy
CT_range_1;CU_range_1;LT_range_1;holid;trustworthy
CT_range_1;CU_range_1;LT_range_1;holid;trustworthy
CT_range_1;CU_range_1;LT_range_1;holid;trustworthy
CT_range_2;CU_range_1;LT_range_2;holid;untrustworthy
CT_range_1;CU_range_1;LT_range_1;holid;trustworthy
CT_range_1;CU_range_1;LT_range_1;holid;trustworthy
CT_range_1;CU_range_1;LT_range_1;holid;trustworthy
CT_range_2;CU_range_1;LT_range_2;holid;untrustworthy
CT_range_2;CU_range_1;LT_range_2;holid;untrustworthy
CT_range_1;CU_range_1;LT_range_1;holid;trustworthy
CT_range_1;CU_range_1;LT_range_1;holid;trustworthy
CT_range_1;CU_range_1;LT_range_1;holid;trustworthy
CT_range_2;CU_range_1;LT_range_2;holid;untrustworthy
CT_range_2;CU_range_1;LT_range_2;holid;untrustworthy
CT_range_1;CU_range_1;LT_range_1;holid;trustworthy
CT_range_1;CU_range_1;LT_range_1;holid;trustworthy
CT_range_1;CU_range_1;LT_range_1;holid;trustworthy
CT_range_2;CU_range_1;LT_range_2;holid;untrustworthy
CT_range_1;CU_range_1;LT_range_1;holid;trustworthy
CT_range_1;CU_range_1;LT_range_1;holid;trustworthy
CT_range_1;CU_range_1;LT_range_1;holid;trustworthy
CT_range_2;CU_range_1;LT_range_2;holid;untrustworthy
CT_range_2;CU_range_1;LT_range_2;holid;untrustworthy
CT_range_1;CU_range_1;LT_range_1;holid;trustworthy
CT_range_1;CU_range_1;LT_range_1;holid;trustworthy
CT_range_1;CU_range_1;LT_range_1;holid;trustworthy
CT_range_2;CU_range_1;LT_range_2;holid;untrustworthy
CT_range_1;CU_range_1;LT_range_1;holid;trustworthy
CT_range_1;CU_range_1;LT_range_1;holid;trustworthy
CT_range_1;CU_range_1;LT_range_1;holid;trustworthy
CT_range_2;CU_range_1;LT_range_2;holid;untrustworthy
CT_range_1;CU_range_1;LT_range_1;holid;trustworthy
CT_range_1;CU_range_1;LT_range_1;holid;trustworthy
CT_range_1;CU_range_1;LT_range_1;holid;trustworthy
CT_range_2;CU_range_1;LT_range_2;holid;untrustworthy
CT_range_2;CU_range_1;LT_range_2;holid;untrustworthy
CT_range_1;CU_range_1;LT_range_1;holid;trustworthy
CT_range_1;CU_range_1;LT_range_1;holid;trustworthy
CT_range_1;CU_range_1;LT_range_1;holid;trustworthy
CT_range_2;CU_range_1;LT_range_2;holid;untrustworthy
CT_range_1;CU_range_1;LT_range_1;holid;trustworthy
CT_range_1;CU_range_1;LT_range_1;holid;trustworthy
CT_range_1;CU_range_1;LT_range_1;holid;trustworthy
CT_range_2;CU_range_1;LT_range_2;holid;untrustworthy
CT_range_2;CU_range_1;LT_range_2;holid;untrustworthy
CT_range_1;CU_range_1;LT_range_1;holid;trustworthy
CT_range_1;CU_range_1;LT_range_1;holid;trustworthy
CT_range_1;CU_range_1;LT_range_1;holid;trustworthy
CT_range_2;CU_range_1;LT_range_2;holid;untrustworthy
CT_range_1;CU_range_1;LT_range_1;holid;trustworthy
CT_range_1;CU_range_1;LT_range_1;holid;trustworthy
CT_range_1;CU_range_1;LT_range_1;holid;trustworthy
CT_range_2;CU_range_1;LT_range_2;holid;untrustworthy
CT_range_1;CU_range_1;LT_range_1;holid;trustworthy
CT_range_1;CU_range_1;LT_range_1;holid;trustworthy
CT_range_1;CU_range_1;LT_range_1;holid;trustworthy
CT_range_2;CU_range_1;LT_range_2;holid;untrustworthy
CT_range_1;CU_range_1;LT_range_1;holid;trustworthy
CT_range_1;CU_range_1;LT_range_1;holid;trustworthy
CT_range_1;CU_range_1;LT_range_1;holid;trustworthy
CT_range_2;CU_range_1;LT_range_2;holid;untrustworthy
CT_range_2;CU_range_1;LT_range_2;holid;untrustworthy
CT_range_1;CU_range_1;LT_range_1;holid;trustworthy
CT_range_1;CU_range_1;LT_range_1;holid;trustworthy
CT_range_1;CU_range_1;LT_range_1;holid;trustworthy
CT_range_2;CU_range_1;LT_range_2;holid;untrustworthy
CT_range_2;CU_range_1;LT_range_2;holid;untrustworthy
CT_range_1;CU_range_1;LT_range_1;holid;trustworthy
CT_range_1;CU_range_1;LT_range_1;holid;trustworthy
CT_range_1;CU_range_1;LT_range_1;holid;trustworthy
CT_range_2;CU_range_1;LT_range_2;holid;untrustworthy
CT_range_2;CU_range_1;LT_range_2;holid;untrustworthy
CT_range_1;CU_range_1;LT_range_1;holid;trustworthy
CT_range_1;CU_range_1;LT_range_1;holid;trustworthy
CT_range_1;CU_range_1;LT_range_1;holid;trustworthy
CT_range_2;CU_range_1;LT_range_2;holid;untrustworthy
CT_range_1;CU_range_1;LT_range_1;holid;trustworthy
CT_range_1;CU_range_1;LT_range_1;holid;trustworthy
CT_range_1;CU_range_1;LT_range_1;holid;trustworthy
CT_range_2;CU_range_1;LT_range_2;holid;untrustworthy
CT_range_2;CU_range_1;LT_range_2;holid;untrustworthy
CT_range_1;CU_range_1;LT_range_1;holid;trustworthy
CT_range_1;CU_range_1;LT_range_1;holid;trustworthy
CT_range_1;CU_range_1;LT_range_1;holid;trustworthy
CT_range_2;CU_range_1;LT_range_2;holid;untrustworthy
CT_range_1;CU_range_1;LT_range_1;holid;trustworthy
CT_range_1;CU_range_1;LT_range_1;holid;trustworthy
CT_range_1;CU_range_1;LT_range_1;holid;trustworthy
CT_range_2;CU_range_1;LT_range_2;holid;untrustworthy
CT_range_2;CU_range_1;LT_range_2;holid;untrustworthy
CT_range_1;CU_range_1;LT_range_1;holid;trustworthy
CT_range_1;CU_range_1;LT_range_1;holid;trustworthy
CT_range_1;CU_range_1;LT_range_1;holid;trustworthy
CT_range_2;CU_range_1;LT_range_2;holid;untrustworthy
